Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"East Midlands, Elementary occupations",242,12.2,8.1,13.28,6.6,10.75,11.44,11.45,11.55,11.88,12.64,13.42,13.81,14.34,15.85,2024-01-01
"East Midlands, Elementary trades and related occupations",29,13,5.2,13.86,8.5,x,11.44,11.48,12,12.45,13.68,14.22,14.69,15.22,x,2024-01-01
"East Midlands, Elementary administration and service occupations",213,12.09,8.1,13.16,6.3,10.50,11.44,11.45,11.53,11.8,12.55,13.26,13.68,14.16,15.74,2024-01-01
West Midlands,2204,15.97,5,20,5.5,11.50,12.17,12.58,13.09,14.36,18.10,20.91,22.60,24.73,31.25,2024-01-01
"West Midlands, Managers, directors and senior officials",218,24.29,5.4,28.87,8.2,13.54,15.80,16.94,18.24,20.88,27.79,31.69,34.77,38.27,50.36,2024-01-01
"West Midlands, Corporate managers and directors",170,26.06,5.4,31,9.2,14.07,16.66,18.12,19.85,23.5,29.51,34.63,37.42,41.49,52.99,2024-01-01
"West Midlands, Other managers and proprietors",49,18.48,3.5,21.69,8.9,12.75,14.24,15.03,15.78,17.1,20.25,23.55,24.86,27.14,x,2024-01-01
"West Midlands, Professional occupations",530,23.69,4.7,25.42,4.6,15.12,17.88,18.69,19.74,21.8,26.04,28.52,30.11,32.00,37.60,2024-01-01
"West Midlands, Science, research, engineering and technology professionals",126,23.59,0.3,25.25,1.8,15.34,17.45,18.40,19.37,21.65,25.89,28.23,29.94,31.60,36.42,2024-01-01
"West Midlands, Health professionals",133,22.39,4.1,25.03,2.8,15.67,18.08,18.60,19.45,21.36,24.33,26.16,27.79,29.49,36.81,2024-01-01
"West Midlands, Teaching and other educational professionals",135,26.47,8.7,26.76,7.9,16.99,19.87,21.26,22.12,24.42,28.22,30.66,32.23,33.63,38.56,2024-01-01
"West Midlands, Business, media and public service professionals",135,22.56,6.2,24.84,6.4,13.49,16.40,17.73,18.4,20.44,25.10,27.90,30.14,31.77,38.36,2024-01-01
"West Midlands, Associate professional occupations",369,17.21,4.1,21.15,4.8,12.43,13.51,14.14,14.65,15.8,18.89,20.89,22.10,23.35,28.15,2024-01-01
"West Midlands, Science, engineering and technology associate professionals",70,16.51,5.5,17.83,4.9,12.27,13.13,13.51,14.13,15.23,17.77,19.56,20.14,21.44,x,2024-01-01
"West Midlands, Health and social care associate professionals",52,14.67,4.2,15.18,1.6,11.91,12.45,12.73,12.99,13.75,15.30,16.15,16.76,17.60,x,2024-01-01
"West Midlands, Protective service occupations",51,21.15,2.6,21.05,2.9,14.62,15.47,16.46,16.92,18.6,22.36,23.33,24.28,25.33,x,2024-01-01
"West Midlands, Business and public service associate professionals",176,18.22,4.2,21.08,3.7,12.69,13.97,14.52,15.13,16.74,19.98,22.19,23.44,25.90,32.91,2024-01-01
"West Midlands, Administrative and secretarial occupations",232,14.16,6.6,15.61,5,11.50,12.03,12.40,12.72,13.32,15.18,16.31,17.18,18.14,21.45,2024-01-01
"West Midlands, Administrative occupations",196,14.5,7.4,15.85,4.7,11.61,12.28,12.58,12.95,13.65,15.36,16.73,17.63,18.52,21.95,2024-01-01
"West Midlands, Secretarial and related occupations",36,12.71,4.9,14.09,5.3,11.44,11.64,11.75,11.92,12.32,13.36,14.11,14.79,15.46,x,2024-01-01
"West Midlands, Skilled trades occupations",149,15.86,7.4,16.75,4.8,11.55,12.39,13.00,13.44,14.73,16.90,18.02,18.93,19.63,22.66,2024-01-01
"West Midlands, Skilled agricultural and related trades",10,13,8.3,13.51,3.4,x,11.80,12.00,12.02,12.38,13.44,14.03,14.46,x,x,2024-01-01
"West Midlands, Skilled metal, electrical and electronic trades",88,17.23,6.3,17.89,4,12.30,13.90,14.61,15.14,16.07,18.14,19.38,20.10,21.22,24.27,2024-01-01
"West Midlands, Skilled construction and building trades",25,15.57,1.7,16.51,3.6,11.84,12.71,13.24,13.65,14.4,16.69,17.48,18.18,18.99,x,2024-01-01
"West Midlands, Textiles, printing and other skilled trades",25,12.7,6.1,13.82,5.6,11.44,11.51,11.60,11.89,12.09,13.33,14.26,15.10,15.67,x,2024-01-01
"West Midlands, Caring, leisure and other service occupations",184,12.46,5.4,13.41,7,11.44,11.50,11.64,11.84,12.09,12.99,13.75,14.21,14.86,16.74,2024-01-01
"West Midlands, Caring personal service occupations",155,12.5,5.5,13.45,7.1,11.44,11.54,11.69,11.88,12.15,13.07,13.87,14.35,14.96,17.08,2024-01-01
"West Midlands, Leisure, travel and related personal service occupations",27,11.99,8.8,13.01,6.1,11.42,11.44,11.45,11.5,11.84,12.39,12.78,13.24,13.66,x,2024-01-01
"West Midlands, Sales and customer service occupations",142,12.05,9,13.58,9.1,11.02,11.44,11.48,11.55,11.82,12.52,13.15,13.53,14.22,16.29,2024-01-01
"West Midlands, Sales occupations",103,11.99,9,13.16,10.2,10.77,x,11.44,11.48,11.62,12.18,12.76,13.01,13.43,15.28,2024-01-01
"West Midlands, Customer service occupations",39,12.94,7.7,14.47,6.4,11.45,11.64,11.80,11.99,12.4,13.52,14.53,15.12,15.76,x,2024-01-01
"West Midlands, Process, plant and machine operatives",137,13.95,3.3,15.48,2.1,11.54,12.00,12.33,12.55,13.25,14.76,16.01,16.74,17.72,20.27,2024-01-01
"West Midlands, Process, plant and machine operatives",70,13.49,0.2,14.77,-2.6,11.58,11.98,12.18,12.41,12.95,14.30,15.51,16.24,16.95,19.52,2024-01-01
"West Midlands, Transport and mobile machine drivers and operatives",67,14.28,5.6,16.21,6.9,11.50,12.06,12.50,12.87,13.5,15.31,16.60,17.37,18.03,21.55,2024-01-01
"West Midlands, Elementary occupations",243,12,7.5,13.1,5.5,10.65,x,11.44,11.5,11.76,12.52,13.10,13.51,13.98,15.45,2024-01-01
"West Midlands, Elementary trades and related occupations",28,12.47,10.6,13.33,8.7,x,11.44,11.45,11.5,12,12.92,13.46,13.80,14.16,x,2024-01-01
"West Midlands, Elementary administration and service occupations",215,12,7.9,13.06,4.9,10.45,x,11.44,11.5,11.75,12.48,13.05,13.49,13.96,15.39,2024-01-01
East,2478,16.74,6.8,21.03,8.6,11.57,12.37,12.83,13.4,14.91,18.98,22.06,23.96,26.06,33.16,2024-01-01
"East, Managers, directors and senior officials",271,25.1,8,30.54,9.1,13.23,15.81,17.20,18.38,21.54,28.35,32.64,35.98,40.41,52.52,2024-01-01
"East, Corporate managers and directors",213,27.63,5.4,33.83,8.5,14.11,17.46,19.31,20.95,24.72,31.39,36.59,40.42,43.39,55.73,2024-01-01
"East, Other managers and proprietors",58,17.66,10.9,19.28,6.7,12.31,13.34,13.98,14.86,16.19,18.83,21.02,22.84,24.19,x,2024-01-01
"East, Professional occupations",708,23.79,5,26.15,7,14.81,17.58,18.54,19.64,21.87,26.00,28.49,30.39,32.61,38.46,2024-01-01
"East, Science, research, engineering and technology professionals",160,25.51,4.8,27.53,5.3,16.38,19.09,20.19,21.07,23.2,27.41,31.14,32.75,34.76,40.51,2024-01-01
"East, Health professionals",262,22.18,8.2,24.67,13,13.63,16.14,17.01,18.01,19.96,23.52,25.72,26.78,28.70,34.87,2024-01-01
"East, Teaching and other educational professionals",129,27.19,5.6,27.72,3.8,16.70,19.96,21.32,22.66,25.05,28.86,31.36,32.94,35.06,40.35,2024-01-01
"East, Business, media and public service professionals",158,23.44,4.8,25.57,6.6,14.15,17.11,18.22,19.16,21.17,25.74,28.76,30.79,33.03,38.65,2024-01-01
"East, Associate professional occupations",366,17.6,4.1,21.49,10.4,12.25,13.62,14.37,15.06,16.25,19.12,21.33,22.51,24.08,29.40,2024-01-01
"East, Science, engineering and technology associate professionals",68,16.44,-0.9,18.14,2.3,12.18,13.06,13.55,14.37,15.36,18.07,20.16,21.08,21.95,x,2024-01-01
"East, Health and social care associate professionals",55,14.82,10.1,15.26,5.5,11.64,12.12,12.59,12.87,13.81,15.36,16.16,16.81,17.24,x,2024-01-01
"East, Protective service occupations",36,22.06,7,21.64,9.4,15.60,16.81,17.55,17.86,19.51,23.99,24.00,24.33,24.95,x,2024-01-01
"East, Business and public service associate professionals",183,18.9,5.3,22.03,3.8,12.67,14.48,15.33,15.85,17.48,20.82,22.76,25.07,27.10,34.16,2024-01-01
"East, Administrative and secretarial occupations",244,14.16,5.3,15.67,5.1,11.56,12.10,12.44,12.69,13.37,15.17,16.53,17.25,18.37,21.82,2024-01-01
"East, Administrative occupations",198,14.53,5.3,15.93,5,11.61,12.27,12.50,12.89,13.6,15.44,16.87,17.66,18.84,22.44,2024-01-01
"East, Secretarial and related occupations",46,13.31,6.6,14.39,5.7,11.50,11.74,11.96,12.09,12.51,13.90,15.00,15.55,16.55,x,2024-01-01
"East, Skilled trades occupations",159,16.08,6.9,17.49,7.5,11.73,12.52,13.29,13.81,15,17.44,18.98,19.67,20.89,24.21,2024-01-01
"East, Skilled agricultural and related trades",12,13.72,4.9,14.52,6.5,11.50,11.97,12.16,12.36,13.01,14.72,15.28,15.79,x,x,2024-01-01
"East, Skilled metal, electrical and electronic trades",88,18.01,9,18.92,7.4,12.40,14.09,15.00,15.71,16.9,19.10,20.47,21.48,22.46,26.13,2024-01-01
"East, Skilled construction and building trades",26,16.67,4.2,17.45,5.8,11.78,13.55,14.11,14.71,15.81,17.91,19.39,20.44,21.23,x,2024-01-01
"East, Textiles, printing and other skilled trades",34,13.18,5.6,14.13,7.8,11.44,11.65,11.97,12.02,12.51,14.07,14.62,14.96,15.47,x,2024-01-01
"East, Caring, leisure and other service occupations",199,12.8,8.3,13.67,9,11.44,11.69,11.94,12.04,12.45,13.33,14.03,14.47,15.05,17.01,2024-01-01
"East, Caring personal service occupations",167,12.82,8.2,13.64,9.1,11.45,11.78,12.00,12.12,12.45,13.36,14.08,14.48,15.07,16.94,2024-01-01
"East, Leisure, travel and related personal service occupations",30,12.5,9.8,13.56,8,11.44,11.48,11.54,11.66,12,12.95,13.59,13.96,14.58,x,2024-01-01
"East, Sales and customer service occupations",157,12.11,8.8,13.57,7.7,11.02,11.44,11.50,11.55,11.88,12.55,13.18,13.63,14.28,16.42,2024-01-01
"East, Sales occupations",119,12,9.1,13.11,9.1,10.95,11.44,11.44,11.51,11.62,12.24,12.66,13.00,13.54,15.00,2024-01-01
"East, Customer service occupations",37,13.27,4.3,14.73,3.9,11.46,11.92,12.01,12.28,12.91,14.02,14.96,15.66,16.44,x,2024-01-01
"East, Process, plant and machine operatives",135,14.05,4.4,15.76,6,11.56,12.09,12.38,12.64,13.29,15.00,16.43,17.05,17.83,20.83,2024-01-01
"East, Process, plant and machine operatives",56,13.68,5.2,15.11,6,11.59,12.07,12.29,12.48,13,14.50,15.58,16.08,16.95,x,2024-01-01
"East, Transport and mobile machine drivers and operatives",80,14.48,5.9,16.19,6,11.51,12.09,12.49,12.82,13.5,15.63,16.93,17.57,18.33,x,2024-01-01
"East, Elementary occupations",240,12.03,7.4,13.24,5.1,9.98,x,11.44,11.5,11.74,12.55,13.25,13.65,14.38,16.05,2024-01-01
"East, Elementary trades and related occupations",22,12.88,9.9,14.12,9.5,11.30,11.47,11.63,11.99,12.31,13.38,14.17,14.81,15.81,x,2024-01-01
"East, Elementary administration and service occupations",219,12,7.7,13.11,4.6,9.60,x,11.44,11.49,11.68,12.50,13.20,13.53,14.20,15.80,2024-01-01
London,4382,21.87,6.2,28.57,6.9,12.50,14.23,15.20,16.43,19.04,25.61,30.00,32.67,36.14,47.91,2024-01-01
"London, Managers, directors and senior officials",686,35.96,7.1,45.29,10.7,15.89,20.57,22.99,25.43,30.66,42.42,50.38,54.96,60.45,76.60,2024-01-01
"London, Corporate managers and directors",576,40.16,5.8,49.23,10.7,18.01,24.22,26.56,29.43,34.47,46.47,54.36,58.78,63.29,81.11,2024-01-01
"London, Other managers and proprietors",110,20.1,10.6,25.26,9.2,13.42,14.72,15.86,16.4,18,22.17,25.42,27.62,30.27,x,2024-01-01
"London, Professional occupations",1580,28.59,5.5,32.19,5.9,17.60,20.83,21.99,23.51,26.15,31.23,34.62,36.80,39.39,47.68,2024-01-01
"London, Science, research, engineering and technology professionals",396,29.98,6.9,32.87,5.7,18.21,21.29,22.69,24.29,27.12,33.16,36.89,39.12,42.12,49.93,2024-01-01
"London, Health professionals",320,26.36,6.1,28.78,5.4,17.98,20.81,21.72,22.57,24.81,28.46,30.21,32.12,33.58,41.65,2024-01-01
"London, Teaching and other educational professionals",253,30.32,5.6,31.34,3.4,18.25,22.04,23.96,25.24,28.03,33.02,36.03,37.47,39.61,44.93,2024-01-01
"London, Business, media and public service professionals",611,28.42,5.5,33.7,8.5,16.78,20.04,21.43,22.94,25.72,31.25,35.16,37.21,39.90,49.51,2024-01-01
"London, Associate professional occupations",682,20.27,4,24.98,4,13.41,15.29,16.12,16.77,18.48,22.25,25.00,26.81,29.38,40.48,2024-01-01
"London, Science, engineering and technology associate professionals",102,18.93,3.8,21.08,6.3,13.42,14.89,15.38,16.11,17.47,20.60,22.86,24.41,25.67,x,2024-01-01
"London, Health and social care associate professionals",76,16.53,3.4,17.78,6.2,12.97,13.90,14.33,14.84,15.88,17.99,18.91,19.96,20.69,x,2024-01-01
"London, Protective service occupations",46,21.8,7.3,22.27,3.1,16.27,17.43,18.07,19.01,20.73,23.61,24.12,24.65,25.41,x,2024-01-01
"London, Culture, media and sports occupations",64,18.5,8.4,20.82,-10.7,12.00,13.53,14.36,15.06,16.49,20.04,21.46,22.28,23.08,x,2024-01-01
"London, Business and public service associate professionals",394,21.91,4.1,28.18,6.9,13.65,16.00,16.87,17.85,19.68,24.96,28.75,31.71,35.77,50.31,2024-01-01
"London, Administrative and secretarial occupations",397,16.98,7.2,18.91,6,12.01,13.23,13.86,14.37,15.59,18.33,20.32,21.41,22.76,28.12,2024-01-01
"London, Administrative occupations",320,17.25,7.4,19.03,5.8,12.50,13.63,14.17,14.75,15.98,18.57,20.43,21.49,22.81,28.57,2024-01-01
"London, Secretarial and related occupations",77,15.48,7.9,18.41,7,11.54,12.03,12.65,13,14.27,16.98,19.50,20.86,22.68,26.47,2024-01-01
"London, Skilled trades occupations",154,16.07,5.8,18.19,7.8,11.54,12.90,13.33,13.97,14.99,17.73,19.68,20.91,22.11,25.78,2024-01-01
"London, Skilled agricultural and related trades",7,15.39,15.6,15.99,11.3,x,12.42,13.10,13.57,14.4,16.23,17.44,x,x,x,2024-01-01
"London, Skilled metal, electrical and electronic trades",62,20,9.5,21.3,9.9,12.45,14.51,15.52,16.05,18,22.00,23.40,24.68,26.02,x,2024-01-01
"London, Skilled construction and building trades",19,18.38,10.5,18.87,8.8,11.78,14.46,14.67,15.2,16.62,19.56,20.62,21.47,22.17,x,2024-01-01
"London, Textiles, printing and other skilled trades",67,14.22,9.4,15.26,7.9,11.44,12.00,12.50,12.97,13.66,14.99,15.88,16.60,17.48,19.06,2024-01-01
"London, Caring, leisure and other service occupations",275,14.1,8,15.4,7.5,11.48,12.01,12.45,12.8,13.39,14.96,16.09,17.03,18.00,21.05,2024-01-01
"London, Caring personal service occupations",204,13.98,7.5,14.87,6.4,11.52,12.05,12.45,12.78,13.25,14.64,15.54,16.26,17.20,20.00,2024-01-01
"London, Leisure, travel and related personal service occupations",69,15.01,13.8,16.93,10.5,11.44,11.99,12.44,13.08,13.86,16.15,18.07,18.95,20.61,24.00,2024-01-01
"London, Sales and customer service occupations",208,13.24,10.8,14.96,8.6,11.44,11.90,12.04,12.4,12.89,13.66,14.45,14.97,15.74,19.45,2024-01-01
"London, Sales occupations",155,13,10.8,14.24,9.3,11.44,11.72,11.95,12.17,12.65,13.34,13.85,14.23,14.61,17.30,2024-01-01
"London, Customer service occupations",53,14.68,7.3,16.67,6.4,11.54,12.47,13.04,13.16,13.92,15.66,17.56,18.63,19.72,23.06,2024-01-01
"London, Process, plant and machine operatives",102,16.38,5.5,18.1,4.8,11.97,13.15,13.67,14.18,15.14,17.83,19.00,19.89,20.98,24.17,2024-01-01
"London, Process, plant and machine operatives",31,14.52,10.8,16.08,9.9,11.47,12.00,12.54,12.9,13.65,15.67,16.98,17.63,18.80,x,2024-01-01
"London, Transport and mobile machine drivers and operatives",71,17.26,3.7,18.9,3.7,12.50,13.75,14.38,14.91,16.02,18.40,19.66,20.57,21.53,25.17,2024-01-01
"London, Elementary occupations",298,12.87,7.7,13.81,6.2,11.44,11.50,11.62,11.83,12.29,13.20,13.97,14.40,15.00,16.99,2024-01-01
"London, Elementary trades and related occupations",12,12.78,7,13.57,7.2,11.31,11.44,11.47,11.6,12.12,13.15,13.86,14.23,14.78,x,2024-01-01
"London, Elementary administration and service occupations",286,12.88,7.9,13.82,6.1,11.44,11.50,11.63,11.84,12.29,13.22,13.97,14.40,15.00,16.99,2024-01-01
South East,3901,17.75,6.9,21.93,6.5,11.75,12.63,13.24,13.96,15.62,20.36,23.63,25.55,27.68,35.40,2024-01-01
"South East, Managers, directors and senior officials",463,24.97,5.3,30.89,7.1,13.63,16.16,17.37,18.77,21.63,28.63,33.82,37.16,41.09,54.29,2024-01-01
"South East, Corporate managers and directors",358,27.85,7.2,33.85,7.8,14.29,17.85,19.28,20.88,24.36,32.10,37.50,40.94,45.09,57.45,2024-01-01
"South East, Other managers and proprietors",105,18.18,4.7,21.17,5.8,12.76,13.99,14.60,15.26,16.67,20.12,22.59,24.04,25.66,x,2024-01-01
"South East, Professional occupations",1198,24.79,4.8,26.73,5.7,15.84,18.49,19.60,20.76,22.7,27.07,29.58,31.15,33.51,39.52,2024-01-01
"South East, Science, research, engineering and technology professionals",338,26.32,5.3,28.26,5.4,16.35,19.16,20.36,21.48,23.83,29.12,32.41,34.02,36.17,41.94,2024-01-01
"South East, Health professionals",245,22.49,3.1,24.44,4,15.72,17.99,18.52,19.42,21.48,23.99,26.06,27.38,29.32,35.27,2024-01-01
"South East, Teaching and other educational professionals",296,25.62,6.6,26.28,6,16.68,19.30,20.59,21.85,24.01,27.48,29.39,30.68,32.47,37.53,2024-01-01
"South East, Business, media and public service professionals",319,24.6,6.2,26.97,7.6,15.08,17.63,18.93,20.15,22.39,26.77,29.70,31.25,34.01,40.39,2024-01-01
"South East, Associate professional occupations",647,18.02,7.2,21.26,7.9,12.40,13.71,14.39,15.11,16.43,20.00,22.48,23.99,25.62,32.17,2024-01-01
"South East, Science, engineering and technology associate professionals",118,16.86,5.4,18.33,6.3,12.26,13.53,14.19,14.76,15.79,18.29,20.26,21.23,22.15,25.94,2024-01-01
"South East, Health and social care associate professionals",91,14.66,9.3,15.73,6.4,11.90,12.37,12.79,13.11,13.91,15.44,16.58,17.17,18.13,20.83,2024-01-01
"South East, Protective service occupations",73,23.38,20.1,21.98,11.3,15.50,16.72,17.06,17.7,19.05,23.99,24.51,25.00,25.98,x,2024-01-01
"South East, Culture, media and sports occupations",39,14.7,6.7,17.41,-3.5,11.44,11.61,12.00,12.52,13.37,16.34,18.75,19.92,21.03,x,2024-01-01
"South East, Business and public service associate professionals",326,19.72,6.8,23.88,9.7,12.84,14.43,15.29,15.94,17.91,21.93,25.10,27.59,30.20,39.40,2024-01-01
"South East, Administrative and secretarial occupations",371,14.72,6.7,16.32,5.7,11.67,12.31,12.59,12.94,13.8,15.66,17.00,17.77,18.92,22.62,2024-01-01
"South East, Administrative occupations",303,15,6.3,16.66,5.5,11.84,12.50,12.86,13.23,14.08,16.03,17.31,18.17,19.48,23.78,2024-01-01
"South East, Secretarial and related occupations",68,13.29,8.1,14.57,6.3,11.44,11.66,11.92,12.04,12.47,14.11,15.18,16.03,16.85,19.03,2024-01-01
"South East, Skilled trades occupations",234,16.13,6.9,17.48,6.2,11.80,12.63,13.15,13.57,14.8,17.50,19.10,19.87,20.81,23.98,2024-01-01
"South East, Skilled agricultural and related trades",20,13.44,5.9,14.31,6.7,11.63,12.02,12.22,12.53,13.03,13.92,15.14,15.43,15.81,x,2024-01-01
"South East, Skilled metal, electrical and electronic trades",120,17.79,4.8,18.88,4.6,12.50,13.83,14.62,15.34,16.5,19.05,20.44,21.45,22.29,25.22,2024-01-01
"South East, Skilled construction and building trades",39,17.71,10.7,18.39,9.4,12.42,14.00,14.47,15.3,16.75,19.15,20.00,20.35,21.29,x,2024-01-01
"South East, Textiles, printing and other skilled trades",56,13.2,6.1,14.4,7.9,11.44,11.74,12.00,12.17,12.71,14.00,14.86,15.64,16.46,x,2024-01-01
"South East, Caring, leisure and other service occupations",304,12.96,8.6,13.88,8.5,11.45,11.83,11.99,12.1,12.5,13.54,14.18,14.69,15.28,17.61,2024-01-01
"South East, Caring personal service occupations",256,13,8.9,13.8,8.7,11.47,11.84,12.00,12.12,12.53,13.56,14.15,14.59,15.17,17.34,2024-01-01
"South East, Leisure, travel and related personal service occupations",44,12.65,8.1,14.14,7.6,11.44,11.50,11.84,11.96,12.22,13.15,14.06,14.64,15.33,x,2024-01-01
"South East, Sales and customer service occupations",230,12.18,9.3,13.82,10.2,11.02,11.44,11.50,11.55,11.96,12.65,13.32,13.70,14.51,17.11,2024-01-01
"South East, Sales occupations",171,12,9.1,13.22,10.6,10.77,x,11.44,11.53,11.71,12.29,12.81,13.10,13.47,15.12,2024-01-01
"South East, Customer service occupations",59,13.46,7.3,15.19,7.8,11.46,11.88,12.00,12.26,12.72,14.50,15.61,16.24,17.14,19.35,2024-01-01
"South East, Process, plant and machine operatives",131,14.61,8.2,16.19,8.9,11.52,12.27,12.58,12.97,13.78,15.66,16.86,17.62,18.49,21.66,2024-01-01
"South East, Process, plant and machine operatives",52,14.16,8.6,15.32,7.7,11.50,12.23,12.45,12.78,13.45,15.07,16.28,16.96,17.68,19.63,2024-01-01
"South East, Transport and mobile machine drivers and operatives",79,14.89,7,16.74,9.6,11.60,12.30,12.66,13.12,14.01,16.00,17.25,17.97,19.34,22.63,2024-01-01
"South East, Elementary occupations",323,12.02,7.8,13.18,7.6,11.07,11.44,11.48,11.53,11.76,12.50,13.03,13.52,14.18,15.71,2024-01-01
"South East, Elementary trades and related occupations",26,12.18,6.6,13.31,8.2,11.44,11.50,11.63,11.73,11.93,12.71,13.50,13.98,14.41,x,2024-01-01
"South East, Elementary administration and service occupations",296,12.01,8.2,13.16,7.5,11.00,11.44,11.46,11.5,11.75,12.48,13.00,13.47,14.16,15.64,2024-01-01
South West,2309,16.24,6.6,19.88,6,11.57,12.38,12.80,13.32,14.58,18.31,21.10,22.70,24.90,31.36,2024-01-01
"South West, Managers, directors and senior officials",249,22.3,4.4,27.33,6,13.32,14.97,16.27,17.37,19.62,25.53,30.08,32.71,36.35,47.42,2024-01-01
"South West, Corporate managers and directors",190,24.75,2.2,29.8,6.4,13.50,16.08,17.49,18.63,21.05,28.62,33.30,36.37,40.05,51.10,2024-01-01
"South West, Other managers and proprietors",59,17.84,10.2,19.83,7.3,12.66,13.91,14.37,14.76,16.25,19.57,21.76,23.05,24.66,x,2024-01-01
"South West, Professional occupations",608,23.95,6.4,25.58,6.4,15.54,18.09,19.03,19.94,22,25.90,28.40,29.88,31.69,37.51,2024-01-01
"South West, Science, research, engineering and technology professionals",144,24.1,4.8,26.11,7.9,15.50,18.31,19.32,20.54,22.37,26.69,29.48,30.67,32.74,37.66,2024-01-01
"South West, Health professionals",159,22.35,5.6,24.5,4.5,15.67,17.74,18.28,19.1,20.97,23.89,25.67,26.53,29.19,36.48,2024-01-01
"South West, Teaching and other educational professionals",140,26.89,7.1,27.7,7,17.87,20.01,21.70,23.1,25.08,28.18,30.41,31.71,33.13,38.67,2024-01-01
"South West, Business, media and public service professionals",164,22.48,4.8,24.57,5.9,14.11,16.54,17.65,18.66,20.47,24.62,27.82,29.35,30.85,36.72,2024-01-01
"South West, Associate professional occupations",355,16.63,4.9,19.01,3.4,12.31,13.26,13.78,14.3,15.34,18.16,20.00,21.39,22.54,26.78,2024-01-01
"South West, Science, engineering and technology associate professionals",78,16.94,2.1,18.45,3,12.30,13.22,13.83,14.29,15.38,18.76,20.44,22.04,23.00,x,2024-01-01
"South West, Health and social care associate professionals",60,14.16,11.4,14.9,7.9,11.86,12.28,12.45,12.81,13.48,14.88,15.99,16.42,17.12,x,2024-01-01
"South West, Protective service occupations",15,17.65,-13.5,18.48,-3.8,13.21,14.17,14.83,15.61,16.9,18.92,21.36,22.06,x,x,2024-01-01
"South West, Culture, media and sports occupations",25,15.52,6.1,16.42,-4.8,11.96,12.70,13.02,13.4,14.31,16.84,18.88,19.62,20.17,x,2024-01-01
"South West, Business and public service associate professionals",177,18.05,7.2,20.77,4.6,12.78,13.99,14.74,15.21,16.49,19.53,22.05,23.12,24.80,31.05,2024-01-01
"South West, Administrative and secretarial occupations",232,14.03,6.1,15.43,6.1,11.52,12.05,12.39,12.56,13.09,15.01,16.21,17.02,17.93,20.91,2024-01-01
"South West, Administrative occupations",186,14.38,7.2,15.73,6,11.65,12.28,12.50,12.75,13.32,15.28,16.68,17.47,18.50,21.69,2024-01-01
"South West, Secretarial and related occupations",46,12.8,7.2,14.05,6.7,11.44,11.67,11.95,12.02,12.45,13.85,14.68,15.31,15.77,x,2024-01-01
"South West, Skilled trades occupations",166,15.63,7.6,17.03,7.5,11.74,12.50,13.00,13.5,14.55,16.77,18.14,18.75,19.64,22.93,2024-01-01
"South West, Skilled agricultural and related trades",12,13.24,9,14.14,10.4,x,12.00,12.19,12.4,12.67,14.10,15.07,15.92,x,x,2024-01-01
"South West, Skilled metal, electrical and electronic trades",78,16.94,5.4,17.84,3.8,12.03,13.66,14.40,14.87,15.95,18.28,19.13,19.88,21.24,24.90,2024-01-01
"South West, Skilled construction and building trades",35,16.82,5.2,18.82,12.4,12.50,13.73,14.29,14.89,16.03,17.88,19.10,20.00,20.79,x,2024-01-01
"South West, Textiles, printing and other skilled trades",41,13.31,10.1,14.33,9.9,11.44,11.83,12.00,12.1,12.74,13.98,14.84,15.18,15.81,x,2024-01-01
"South West, Caring, leisure and other service occupations",218,13,6.2,13.85,6.4,11.45,11.78,11.95,12.06,12.5,13.72,14.46,14.95,15.47,17.79,2024-01-01
"South West, Caring personal service occupations",180,13.08,6.7,13.78,6.4,11.45,11.83,11.97,12.1,12.58,13.84,14.47,14.93,15.44,17.79,2024-01-01
"South West, Leisure, travel and related personal service occupations",36,12.46,4.4,14.04,5.5,11.44,11.53,11.75,11.93,12.14,13.23,14.15,14.76,15.34,x,2024-01-01
"South West, Sales and customer service occupations",146,12,8.9,13.31,7.7,10.94,x,11.44,11.5,11.73,12.37,12.80,13.20,13.76,16.20,2024-01-01
"South West, Sales occupations",117,11.9,8.2,12.94,7.9,10.61,x,11.44,11.45,11.55,12.09,12.50,12.73,13.21,14.92,2024-01-01
"South West, Customer service occupations",29,13.05,6.5,14.47,7.9,11.45,11.74,11.95,12.01,12.47,13.50,14.68,15.47,16.25,x,2024-01-01
"South West, Process, plant and machine operatives",114,14.44,8.1,15.49,6.5,11.50,12.06,12.50,12.8,13.71,15.10,16.13,16.75,17.47,20.19,2024-01-01
"South West, Process, plant and machine operatives",51,14.36,7.5,15.48,6.8,11.56,12.09,12.39,12.79,13.68,15.16,16.14,16.70,17.66,x,2024-01-01
"South West, Transport and mobile machine drivers and operatives",64,14.5,8.4,15.51,6.3,11.45,12.01,12.50,12.87,13.72,15.04,16.13,16.87,17.45,x,2024-01-01
"South West, Elementary occupations",221,12.15,8.7,13.25,6.3,10.00,11.44,11.45,11.51,11.8,12.70,13.29,13.80,14.42,15.65,2024-01-01
"South West, Elementary trades and related occupations",25,13,7.5,14.14,7.7,11.27,11.46,11.76,12,12.44,13.81,14.53,15.03,15.66,x,2024-01-01
"South West, Elementary administration and service occupations",196,12.06,9,13.08,6.1,9.93,x,11.44,11.5,11.74,12.55,13.16,13.61,14.19,15.43,2024-01-01
